id_student,risk_level,risk_probability,alert_reasons,total_clicks,active_days_ratio,completed_first_assessment,first_assessment_score,gender,age_band,highest_education
626183,Critical,0.8754045643541442,Very low activity: only 5 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Has not completed first assessment; Lower educational background may need additional support,171.0,0.7142857142857143,0,79.0,M,0-35,Lower Than A Level
621741,Critical,0.875332594058194,Very low activity: only 22 clicks in first 2 weeks; Has not completed first assessment; Lower educational background may need additional support,14.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
604326,Critical,0.8751885606599465,Low activity: 59 clicks (median is 132); Has not completed first assessment,6.0,0.2142857142857142,0,,F,0-35,No Formal quals
505333,Critical,0.8750962874096601,Very low activity: only 9 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 12 days ago; Has not completed first assessment; Repeat student: 3 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
505333,Critical,0.8750962874096601,Has not completed first assessment; Repeat student: 2 previous attempt(s),0.0,0.0,0,,M,0-35,Lower Than A Level
2710343,Critical,0.8750962874096601,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment,0.0,0.0,0,,M,0-35,Lower Than A Level
2710343,Critical,0.8750962874096601,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment,0.0,0.0,0,,M,0-35,Lower Than A Level
96538,Critical,0.8750962874096601,Has not completed first assessment; Repeat student: 2 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
53197,Critical,0.8749406100079724,Has not completed first assessment; Repeat student: 2 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,F,0-35,No Formal quals
511340,Critical,0.8748710702381107,Low activity: 65 clicks (median is 132); Poor engagement: active only 2 days out of 14; Has not completed first assessment; Repeat student: 3 previous attempt(s); Lower educational background may need additional support,24.0,0.0714285714285714,0,,M,0-35,Lower Than A Level
439013,Critical,0.874657316475204,Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,45.0,0.2142857142857142,0,,M,0-35,Lower Than A Level
549904,Critical,0.8743604365495032,Very low activity: only 16 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,6.0,0.0714285714285714,0,,F,0-35,Lower Than A Level
621703,Critical,0.8743423811482,Very low activity: only 12 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 19 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s),6.0,0.0714285714285714,0,,F,0-35,No Formal quals
517175,Critical,0.8743380944272673,Low activity: 68 clicks (median is 132); Has not completed first assessment; Repeat student: 2 previous attempt(s); Lower educational background may need additional support,11.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
388323,Critical,0.874325872140657,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Failed first assessment: score 35/100; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,13.0,0.1428571428571428,0,,M,35-55,Lower Than A Level
477069,Critical,0.8740869459496853,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 2 previous attempt(s),44.0,0.2142857142857142,0,,M,0-35,Lower Than A Level
613864,Critical,0.8740076397174118,Inactive recently: last activity 11 days ago; Has not completed first assessment,0.0,0.0,0,,F,0-35,No Formal quals
529789,Critical,0.8740009408300008,Very low activity: only 9 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 9 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,26.0,0.2142857142857142,0,,M,0-35,Lower Than A Level
430002,Critical,0.873958020307214,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,48.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
502833,Critical,0.8739468912104955,Very low activity: only 8 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 17 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,10.0,0.0714285714285714,0,,M,0-35,Lower Than A Level
507730,Critical,0.8739307566452934,Very low activity: only 13 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 12 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
479725,Critical,0.8739307566452934,Very low activity: only 24 clicks in first 2 weeks; Has not completed first assessment; Repeat student: 2 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
586060,Critical,0.8739307566452934,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment,0.0,0.0,0,,M,0-35,Lower Than A Level
630435,Critical,0.8735864071309672,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,M,0-35,No Formal quals
544430,Critical,0.8730414637930648,Very low activity: only 3 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,22.0,0.0714285714285714,0,,M,35-55,A Level or Equivalent
415399,Critical,0.8726731606604237,Has not completed first assessment; Repeat student: 2 previous attempt(s),1.0,0.0714285714285714,0,,M,0-35,Lower Than A Level
320593,Critical,0.8725888443491474,Low activity: 53 clicks (median is 132); Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,36.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
603791,Critical,0.8725616241724439,Low activity: 66 clicks (median is 132); Has not completed first assessment; Repeat student: 2 previous attempt(s),17.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
603791,Critical,0.8725616241724439,Very low activity: only 33 clicks in first 2 weeks; Has not completed first assessment; Lower educational background may need additional support,76.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
2653007,Critical,0.8725458568828695,Very low activity: only 31 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s),0.0,0.0,0,,M,0-35,Lower Than A Level
2675061,Critical,0.8725259604590457,Low activity: 59 clicks (median is 132); Has not completed first assessment; Repeat student: 2 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
625073,Critical,0.8724036406789792,Has not completed first assessment; Repeat student: 2 previous attempt(s),0.0,0.0,0,,M,0-35,Lower Than A Level
2634238,Critical,0.8724036406789792,Very low activity: only 8 clicks in first 2 weeks; Has not completed first assessment,0.0,0.0,0,,M,0-35,Lower Than A Level
617186,Critical,0.8722937517948424,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s),0.0,0.0,0,,F,0-35,Lower Than A Level
617186,Critical,0.8722937517948424,Very low activity: only 29 clicks in first 2 weeks; Inactive recently: last activity 18 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,7.0,0.0714285714285714,0,,F,0-35,Lower Than A Level
528302,Critical,0.8718543367111362,Very low activity: only 32 clicks in first 2 weeks; Has not completed first assessment; Repeat student: 2 previous attempt(s); Lower educational background may need additional support,1.0,0.0714285714285714,0,,M,0-35,Lower Than A Level
560160,Critical,0.8717978177763228,Very low activity: only 37 clicks in first 2 weeks; Has not completed first assessment,28.0,0.1428571428571428,0,,F,0-35,Lower Than A Level
259750,Critical,0.8717797155541549,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s),38.0,0.2857142857142857,0,,M,0-35,Lower Than A Level
465719,Critical,0.8717216963302732,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,5.0,0.0714285714285714,0,,M,0-35,Lower Than A Level
465719,Critical,0.8717216963302732,Low activity: 99 clicks (median is 132); Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,1.0,0.0714285714285714,0,,M,0-35,Lower Than A Level
407428,Critical,0.8716062773256577,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment,106.0,0.3571428571428571,0,,M,0-35,Lower Than A Level
2526483,Critical,0.8713939037249142,Has not completed first assessment,2.0,0.1428571428571428,0,,M,35-55,Lower Than A Level
614733,Critical,0.8712894329787693,Very low activity: only 6 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 11 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,88.0,0.2857142857142857,0,,M,0-35,No Formal quals
594851,Critical,0.8712705742891718,Very low activity: only 17 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Repeat student: 2 previous attempt(s),0.0,0.0,0,,M,0-35,Lower Than A Level
198902,Critical,0.8710557068906144,Low activity: 61 clicks (median is 132); Has not completed first assessment; Repeat student: 2 previous attempt(s),3.0,0.1428571428571428,0,30.0,M,0-35,Lower Than A Level
198902,Critical,0.8710557068906144,Very low activity: only 15 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Has not completed first assessment; Repeat student: 2 previous attempt(s),3.0,0.2142857142857142,0,,M,0-35,Lower Than A Level
1627071,Critical,0.8708176837768052,Very low activity: only 23 clicks in first 2 weeks; Has not completed first assessment; Lower educational background may need additional support,22.0,0.2142857142857142,0,,M,35-55,Lower Than A Level
509866,Critical,0.8707074889671113,Very low activity: only 1 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 20 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s),24.0,0.3571428571428571,0,,M,0-35,A Level or Equivalent
627333,Critical,0.8704706143646253,Very low activity: only 41 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,24.0,0.0714285714285714,0,,M,35-55,Lower Than A Level
548371,Critical,0.8702366013833132,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,24.0,0.3571428571428571,0,,M,0-35,A Level or Equivalent
548371,Critical,0.8702366013833132,Very low activity: only 47 clicks in first 2 weeks; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,13.0,0.0714285714285714,0,74.0,M,0-35,A Level or Equivalent
599615,Critical,0.8701794510422856,Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
631600,Critical,0.8700555911358998,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,41.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
606274,Critical,0.8698837735008628,Very low activity: only 40 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,30.0,0.1428571428571428,0,,M,0-35,A Level or Equivalent
618539,Critical,0.8697645143855712,Has not completed first assessment,75.0,0.0714285714285714,0,,M,0-35,A Level or Equivalent
577352,Critical,0.8695850021114969,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
577352,Critical,0.8695850021114969,Very low activity: only 19 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 12 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
2340190,Critical,0.869422989954239,Very low activity: only 36 clicks in first 2 weeks; Low score on first assessment: 43/100; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,5.0,0.0714285714285714,0,,F,0-35,Lower Than A Level
621025,Critical,0.8693998664696941,Very low activity: only 19 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Low score on first assessment: 42/100; Repeat student: 1 previous attempt(s),17.0,0.1428571428571428,0,,F,0-35,No Formal quals
603239,Critical,0.8693940856706416,Very low activity: only 29 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 8 days ago; Has not completed first assessment,0.0,0.0,0,,M,0-35,Lower Than A Level
621698,Critical,0.8693940856706416,Low activity: 53 clicks (median is 132); Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
534219,Critical,0.8693940856706416,Very low activity: only 31 clicks in first 2 weeks; Inactive recently: last activity 15 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
603559,Critical,0.8693940856706416,Low activity: 77 clicks (median is 132); Has not completed first assessment; Repeat student: 1 previous attempt(s),0.0,0.0,0,,M,0-35,Lower Than A Level
555994,Critical,0.8693940856706416,Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
623882,Critical,0.869320501132646,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,6.0,0.0714285714285714,0,,F,0-35,Lower Than A Level
633570,Critical,0.8693111069584486,Very low activity: only 14 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 10 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,13.0,0.0714285714285714,0,,M,35-55,A Level or Equivalent
524598,Critical,0.8692462814638672,Very low activity: only 11 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Lower educational background may need additional support,4.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
503201,Critical,0.8691382096296518,Very low activity: only 4 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 16 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,46.0,0.2142857142857142,0,,M,0-35,Lower Than A Level
366310,Critical,0.8690613541778642,Low activity: 65 clicks (median is 132); Inactive recently: last activity 10 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s),47.0,0.2142857142857142,0,,M,0-35,Lower Than A Level
366310,Critical,0.8690613541778642,Very low activity: only 38 clicks in first 2 weeks; Has not completed first assessment; Lower educational background may need additional support,278.0,0.8571428571428571,0,50.0,M,0-35,Lower Than A Level
155067,Critical,0.8688944277671709,Very low activity: only 10 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 13 days ago; Has not completed first assessment; Lower educational background may need additional support,9.0,0.0714285714285714,0,,M,35-55,Lower Than A Level
551759,Critical,0.8687958380640664,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
542692,Critical,0.8687958380640664,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
532317,Critical,0.8687958380640664,Very low activity: only 15 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s),0.0,0.0,0,,F,0-35,Lower Than A Level
617186,Critical,0.8687958380640664,Very low activity: only 18 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
617186,Critical,0.8687958380640664,Very low activity: only 47 clicks in first 2 weeks; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,7.0,0.0714285714285714,0,,F,0-35,Lower Than A Level
557865,Critical,0.8687958380640664,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
575773,Critical,0.8686286216303711,Very low activity: only 3 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 17 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
615112,Critical,0.8685288412476548,Very low activity: only 11 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,22.0,0.0714285714285714,0,,M,35-55,Lower Than A Level
630762,Critical,0.8684187150086551,Has not completed first assessment; Repeat student: 1 previous attempt(s),9.0,0.1428571428571428,0,,F,0-35,Lower Than A Level
624455,Critical,0.8682790579070769,Low activity: 70 clicks (median is 132); Inactive recently: last activity 11 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,37.0,0.0714285714285714,0,,F,0-35,Lower Than A Level
522512,Critical,0.8682440905284523,Has not completed first assessment,10.0,0.1428571428571428,0,,F,0-35,Lower Than A Level
545780,Critical,0.8681157980994355,Very low activity: only 39 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,M,35-55,Lower Than A Level
178639,Critical,0.8681157980994355,Very low activity: only 1 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,35-55,Lower Than A Level
553131,Critical,0.8681157980994355,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment,0.0,0.0,0,,M,35-55,Lower Than A Level
621682,Critical,0.8680894143033326,Very low activity: only 10 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 11 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,44.0,0.5,0,,M,35-55,Lower Than A Level
2413895,Critical,0.867936519093643,Very low activity: only 9 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 11 days ago; Has not completed first assessment; Lower educational background may need additional support,1.0,0.0714285714285714,0,,M,35-55,Lower Than A Level
505333,Critical,0.8679160716672504,Very low activity: only 2 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 13 days ago; Has not completed first assessment,0.0,0.0,0,,M,0-35,Lower Than A Level
505333,Critical,0.8679160716672504,Very low activity: only 4 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 9 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
577352,Critical,0.8679160716672504,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
577352,Critical,0.8679160716672504,Very low activity: only 29 clicks in first 2 weeks; Has not completed first assessment,0.0,0.0,0,,M,0-35,Lower Than A Level
577600,Critical,0.8678960303082764,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,M,0-35,Lower Than A Level
477451,Critical,0.8678659373226448,Low activity: 94 clicks (median is 132); Has not completed first assessment; Repeat student: 1 previous attempt(s),5.0,0.1428571428571428,0,,M,0-35,A Level or Equivalent
620440,Critical,0.8677403025640787,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment,6.0,0.2857142857142857,0,,M,0-35,Lower Than A Level
617365,Critical,0.8677010175503902,Very low activity: only 6 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Has not completed first assessment; Repeat student: 1 previous attempt(s); Lower educational background may need additional support,4.0,0.0714285714285714,0,,M,0-35,Lower Than A Level
617365,Critical,0.8677010175503902,Has not completed first assessment,2.0,0.0714285714285714,0,92.0,M,0-35,Lower Than A Level
366821,Critical,0.8675330299221715,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
549203,Critical,0.8675330299221715,Has not completed first assessment,0.0,0.0,0,,F,0-35,Lower Than A Level
532668,Critical,0.8675330299221715,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
543465,Critical,0.8675330299221715,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
556224,Critical,0.8675330299221715,Very low activity: only 0 clicks in first 2 weeks; Poor engagement: active only 0 days out of 14; Inactive recently: last activity 14 days ago; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
526175,Critical,0.8674470679432383,Very low activity: only 47 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 10 days ago; Has not completed first assessment; Lower educational background may need additional support,24.0,0.2142857142857142,0,,M,0-35,Lower Than A Level
621401,Critical,0.8674122137730718,Very low activity: only 20 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 9 days ago; Has not completed first assessment,6.0,0.0714285714285714,0,,M,0-35,A Level or Equivalent
621401,Critical,0.8674122137730718,Very low activity: only 3 clicks in first 2 weeks; Poor engagement: active only 1 days out of 14; Inactive recently: last activity 23 days ago; Has not completed first assessment; Lower educational background may need additional support,49.0,0.2857142857142857,0,,M,0-35,A Level or Equivalent
590072,Critical,0.8672848452459494,Very low activity: only 31 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 9 days ago; Has not completed first assessment,1.0,0.0714285714285714,0,,M,0-35,A Level or Equivalent
497607,Critical,0.867241741773754,Very low activity: only 29 clicks in first 2 weeks; Has not completed first assessment; Lower educational background may need additional support,53.0,0.2142857142857142,0,,F,0-35,Lower Than A Level
612506,Critical,0.8671309869618178,Very low activity: only 37 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Has not completed first assessment; Lower educational background may need additional support,0.0,0.0,0,,F,0-35,Lower Than A Level
340850,Critical,0.8671101481033882,Very low activity: only 7 clicks in first 2 weeks; Poor engagement: active only 2 days out of 14; Inactive recently: last activity 10 days ago; Has not completed first assessment; Lower educational background may need additional support,10.0,0.1428571428571428,0,,M,0-35,Lower Than A Level
